1802;1;Duda Andrzej Sebastian;452
1803;2;Komorowski Bronisław Maria;941
1803;1;Duda Andrzej Sebastian;421
1804;2;Komorowski Bronisław Maria;731
1804;1;Duda Andrzej Sebastian;586
1805;2;Komorowski Bronisław Maria;620
1805;1;Duda Andrzej Sebastian;486
1806;2;Komorowski Bronisław Maria;486
1806;1;Duda Andrzej Sebastian;378
1807;2;Komorowski Bronisław Maria;642
1807;1;Duda Andrzej Sebastian;552
1808;2;Komorowski Bronisław Maria;809
1808;1;Duda Andrzej Sebastian;502
1809;2;Komorowski Bronisław Maria;658
1809;1;Duda Andrzej Sebastian;484
1810;2;Komorowski Bronisław Maria;464
1810;1;Duda Andrzej Sebastian;400
1811;2;Komorowski Bronisław Maria;567
1811;1;Duda Andrzej Sebastian;353
1812;2;Komorowski Bronisław Maria;555
1812;1;Duda Andrzej Sebastian;489
1813;2;Komorowski Bronisław Maria;646
1813;1;Duda Andrzej Sebastian;411
1814;2;Komorowski Bronisław Maria;640
1814;1;Duda Andrzej Sebastian;470
1815;2;Komorowski Bronisław Maria;627
1815;1;Duda Andrzej Sebastian;379
1816;2;Komorowski Bronisław Maria;619
1816;1;Duda Andrzej Sebastian;388
1817;2;Komorowski Bronisław Maria;395
1817;1;Duda Andrzej Sebastian;501
1818;2;Komorowski Bronisław Maria;673
1818;1;Duda Andrzej Sebastian;485
1819;2;Komorowski Bronisław Maria;767
1819;1;Duda Andrzej Sebastian;490
1820;2;Komorowski Bronisław Maria;690
1820;1;Duda Andrzej Sebastian;453
1821;2;Komorowski Bronisław Maria;634
1821;1;Duda Andrzej Sebastian;385
1822;2;Komorowski Bronisław Maria;592
1822;1;Duda Andrzej Sebastian;427
1823;2;Komorowski Bronisław Maria;588
1823;1;Duda Andrzej Sebastian;427
1824;2;Komorowski Bronisław Maria;823
1824;1;Duda Andrzej Sebastian;665
1825;2;Komorowski Bronisław Maria;719
1825;1;Duda Andrzej Sebastian;504
1826;2;Komorowski Bronisław Maria;839
1826;1;Duda Andrzej Sebastian;444
1827;2;Komorowski Bronisław Maria;742
1827;1;Duda Andrzej Sebastian;533
1828;2;Komorowski Bronisław Maria;154
1828;1;Duda Andrzej Sebastian;214
1829;2;Komorowski Bronisław Maria;688
1829;1;Duda Andrzej Sebastian;353
1830;2;Komorowski Bronisław Maria;758
1830;1;Duda Andrzej Sebastian;414
1831;2;Komorowski Bronisław Maria;689
1831;1;Duda Andrzej Sebastian;317
1832;2;Komorowski Bronisław Maria;669
1832;1;Duda Andrzej Sebastian;391
1833;2;Komorowski Bronisław Maria;401
1833;1;Duda Andrzej Sebastian;343
1834;2;Komorowski Bronisław Maria;627
1834;1;Duda Andrzej Sebastian;436
1835;2;Komorowski Bronisław Maria;772
1835;1;Duda Andrzej Sebastian;467
1836;2;Komorowski Bronisław Maria;915
1836;1;Duda Andrzej Sebastian;515
1837;2;Komorowski Bronisław Maria;842
1837;1;Duda Andrzej Sebastian;407
1838;2;Komorowski Bronisław Maria;898
1838;1;Duda Andrzej Sebastian;470
1839;2;Komorowski Bronisław Maria;603
1839;1;Duda Andrzej Sebastian;408
1840;2;Komorowski Bronisław Maria;549
1840;1;Duda Andrzej Sebastian;349
1841;2;Komorowski Bronisław Maria;707
1841;1;Duda Andrzej Sebastian;532
1842;2;Komorowski Bronisław Maria;728
1842;1;Duda Andrzej Sebastian;479
1843;2;Komorowski Bronisław Maria;462
1843;1;Duda Andrzej Sebastian;360
1844;2;Komorowski Bronisław Maria;525
1844;1;Duda Andrzej Sebastian;396
1845;2;Komorowski Bronisław Maria;381
1845;1;Duda Andrzej Sebastian;256
1846;2;Komorowski Bronisław Maria;870
1846;1;Duda Andrzej Sebastian;468
1847;2;Komorowski Bronisław Maria;685
1847;1;Duda Andrzej Sebastian;513
1848;2;Komorowski Bronisław Maria;311
1848;1;Duda Andrzej Sebastian;242
1849;2;Komorowski Bronisław Maria;700
1849;1;Duda Andrzej Sebastian;310
1850;2;Komorowski Bronisław Maria;660
1850;1;Duda Andrzej Sebastian;505
1851;2;Komorowski Bronisław Maria;285
1851;1;Duda Andrzej Sebastian;344
1852;2;Komorowski Bronisław Maria;232
1852;1;Duda Andrzej Sebastian;193
1853;2;Komorowski Bronisław Maria;452
1853;1;Duda Andrzej Sebastian;366
1854;2;Komorowski Bronisław Maria;630
1854;1;Duda Andrzej Sebastian;341
1855;2;Komorowski Bronisław Maria;663
1855;1;Duda Andrzej Sebastian;506
1856;2;Komorowski Bronisław Maria;403
1856;1;Duda Andrzej Sebastian;395
1857;2;Komorowski Bronisław Maria;845
1857;1;Duda Andrzej Sebastian;514
1858;2;Komorowski Bronisław Maria;639
